alpha,group_id,iteration,candidate_id,target_best_reward,threshold_reward,ocba_hit,uniform_hit,ocba_round_to_hit,uniform_round_to_hit,ocba_steps_to_hit,uniform_steps_to_hit,delta_round_ocba_minus_uniform,delta_steps_ocba_minus_uniform
0.5,3,10,040e9400-9c9c-4b33-a786-ef6685950493,0.23333333333333334,0.11666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,1e7266b6-2024-4719-838b-72430ea651b8,0.06666666666666667,0.03333333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.16666666666666666,0.08333333333333333,1,1,2.0,2.0,30000.0,26048.0,0.0,3952.0
0.5,3,10,b4df0905-8eac-4b44-a953-d8508258de10,0.06666666666666667,0.03333333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.38333333333333336,0.19166666666666668,1,0,12.0,nan,60000.0,nan,nan,nan
0.5,3,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.06666666666666667,0.03333333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,3,10,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,5,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.075,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.5,4,5,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,5,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.075,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.5,4,10,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.1,0.05,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.5,4,10,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.23333333333333334,0.11666666666666667,1,1,11.0,2.0,57000.0,27072.0,9.0,29928.0
0.5,4,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,4,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.08333333333333333,0.041666666666666664,1,1,2.0,1.0,30000.0,25024.0,1.0,4976.0
0.5,4,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,5,5,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.14166666666666666,1,1,19.0,81.0,79976.0,108992.0,-62.0,-29016.0
0.5,5,5,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,5,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.041666666666666664,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,5,5,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,5,10,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.14166666666666666,1,1,19.0,81.0,79976.0,108992.0,-62.0,-29016.0
0.5,5,10,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,5,10,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,5,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.13333333333333333,0.06666666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,5,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.075,1,1,2.0,2.0,30000.0,28096.0,0.0,1904.0
0.5,5,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.041666666666666664,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,5,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,5,10,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,5,040e9400-9c9c-4b33-a786-ef6685950493,0.16666666666666666,0.08333333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,5,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,5,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,10,040e9400-9c9c-4b33-a786-ef6685950493,0.16666666666666666,0.08333333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,6,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,6,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,7,5,040e9400-9c9c-4b33-a786-ef6685950493,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,5,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,5,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,7,5,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,10,040e9400-9c9c-4b33-a786-ef6685950493,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,10,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,7,10,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.35,0.175,1,1,12.0,24.0,60000.0,51648.0,-12.0,8352.0
0.5,7,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.15,0.075,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.5,7,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,7,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,7,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.18333333333333332,0.09166666666666666,1,1,8.0,11.0,48000.0,37312.0,-3.0,10688.0
0.5,7,10,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,5,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.14166666666666666,1,0,19.0,nan,81000.0,nan,nan,nan
0.5,8,5,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,5,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.18333333333333332,0.09166666666666666,1,1,1.0,2.0,27000.0,26048.0,-1.0,952.0
0.5,8,5,e853f605-9f56-4449-b9dd-49141e93152b,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.14166666666666666,1,0,19.0,nan,81000.0,nan,nan,nan
0.5,8,10,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.26666666666666666,0.13333333333333333,1,1,8.0,5.0,48000.0,29120.0,3.0,18880.0
0.5,8,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.15,0.075,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.18333333333333332,0.09166666666666666,1,1,1.0,2.0,27000.0,26048.0,-1.0,952.0
0.5,8,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.13333333333333333,0.06666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,8,10,e853f605-9f56-4449-b9dd-49141e93152b,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,040e9400-9c9c-4b33-a786-ef6685950493,0.3,0.15,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,9,10,040e9400-9c9c-4b33-a786-ef6685950493,0.3,0.15,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.3,0.15,1,1,5.0,11.0,39000.0,35264.0,-6.0,3736.0
0.5,9,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,9,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.1,0.05,1,1,1.0,2.0,27000.0,27072.0,-1.0,-72.0
0.5,9,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.5,10,5,040e9400-9c9c-4b33-a786-ef6685950493,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,5,1e7266b6-2024-4719-838b-72430ea651b8,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,5,b4df0905-8eac-4b44-a953-d8508258de10,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,5,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,040e9400-9c9c-4b33-a786-ef6685950493,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,1e7266b6-2024-4719-838b-72430ea651b8,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.058333333333333334,1,1,1.0,2.0,27000.0,26048.0,-1.0,952.0
0.5,10,10,b4df0905-8eac-4b44-a953-d8508258de10,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.23333333333333334,0.11666666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.18333333333333332,0.09166666666666666,1,1,12.0,10.0,60000.0,37312.0,2.0,22688.0
0.5,10,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,10,10,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.041666666666666664,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,5,040e9400-9c9c-4b33-a786-ef6685950493,0.25,0.125,1,1,19.0,1.0,81000.0,26048.0,18.0,54952.0
0.5,11,5,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,5,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.058333333333333334,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.075,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,10,040e9400-9c9c-4b33-a786-ef6685950493,0.25,0.125,1,1,19.0,1.0,81000.0,26048.0,18.0,54952.0
0.5,11,10,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.15,0.075,1,1,7.0,5.0,45000.0,31168.0,2.0,13832.0
0.5,11,10,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.5,11,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.31666666666666665,0.15833333333333333,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.5,11,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.16666666666666666,0.08333333333333333,1,1,1.0,2.0,27000.0,26048.0,-1.0,952.0
0.5,11,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.05,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
