alpha,group_id,iteration,candidate_id,target_best_reward,threshold_reward,ocba_hit,uniform_hit,ocba_round_to_hit,uniform_round_to_hit,ocba_steps_to_hit,uniform_steps_to_hit,delta_round_ocba_minus_uniform,delta_steps_ocba_minus_uniform
0.6,18,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.16666666666666666,0.09999999999999999,1,1,10.0,18.0,54000.0,43456.0,-8.0,10544.0
0.6,18,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.09,1,1,1.0,6.0,27000.0,35264.0,-5.0,-8264.0
0.6,18,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.08,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,18,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.1,0.06,1,1,2.0,6.0,30000.0,32192.0,-4.0,-2192.0
0.6,18,10,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.08,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,5,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.09,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,5,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,5,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.08,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,5,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.08,1,1,2.0,2.0,30000.0,26048.0,0.0,3952.0
0.6,19,10,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.09,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,10,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,10,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.26666666666666666,0.16,1,1,13.0,8.0,63000.0,33216.0,5.0,29784.0
0.6,19,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.15,0.09,1,1,1.0,3.0,27000.0,30144.0,-2.0,-3144.0
0.6,19,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.06999999999999999,1,1,7.0,7.0,45000.0,32192.0,0.0,12808.0
0.6,19,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.08,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,19,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.21666666666666667,0.13,0,1,nan,36.0,nan,62912.0,nan,nan
0.6,19,10,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.08,1,1,2.0,2.0,30000.0,26048.0,0.0,3952.0
0.6,20,5,040e9400-9c9c-4b33-a786-ef6685950493,0.21666666666666667,0.13,1,1,8.0,2.0,48000.0,27072.0,6.0,20928.0
0.6,20,5,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.049999999999999996,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,20,5,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.049999999999999996,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,20,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.049999999999999996,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.6,20,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.15,0.09,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,1,5,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,1,1,13.0,1.0,63000.0,25024.0,12.0,37976.0
0.7,1,5,1e7266b6-2024-4719-838b-72430ea651b8,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,5,b4df0905-8eac-4b44-a953-d8508258de10,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.09333333333333332,1,1,8.0,3.0,48000.0,28096.0,5.0,19904.0
0.7,1,5,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,1,10,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,1,1,13.0,1.0,63000.0,25024.0,12.0,37976.0
0.7,1,10,1e7266b6-2024-4719-838b-72430ea651b8,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.1,0.06999999999999999,1,1,3.0,7.0,33000.0,32192.0,-4.0,808.0
0.7,1,10,b4df0905-8eac-4b44-a953-d8508258de10,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.16666666666666666,0.11666666666666665,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,1,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.11666666666666667,0.08166666666666667,1,1,5.0,7.0,39000.0,32192.0,-2.0,6808.0
0.7,1,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.13333333333333333,0.09333333333333332,1,1,3.0,2.0,33000.0,27072.0,1.0,5928.0
0.7,1,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.09333333333333332,1,1,8.0,3.0,48000.0,28096.0,5.0,19904.0
0.7,1,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.16666666666666666,0.11666666666666665,1,1,5.0,20.0,39000.0,47552.0,-15.0,-8552.0
0.7,1,10,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,5,040e9400-9c9c-4b33-a786-ef6685950493,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,5,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,5,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,5,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.09333333333333332,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,10,040e9400-9c9c-4b33-a786-ef6685950493,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,10,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.15,0.105,1,1,14.0,18.0,66000.0,44480.0,-4.0,21520.0
0.7,2,10,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.2,0.13999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.13333333333333333,0.09333333333333332,1,1,3.0,4.0,33000.0,30144.0,-1.0,2856.0
0.7,2,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.105,1,1,12.0,11.0,60000.0,38336.0,1.0,21664.0
0.7,2,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,2,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.1,0.06999999999999999,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,2,10,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.09333333333333332,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,5,040e9400-9c9c-4b33-a786-ef6685950493,0.23333333333333334,0.16333333333333333,1,1,3.0,3.0,33000.0,29120.0,0.0,3880.0
0.7,3,5,1e7266b6-2024-4719-838b-72430ea651b8,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,5,b4df0905-8eac-4b44-a953-d8508258de10,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,5,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.09333333333333332,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,040e9400-9c9c-4b33-a786-ef6685950493,0.23333333333333334,0.16333333333333333,1,1,3.0,3.0,33000.0,29120.0,0.0,3880.0
0.7,3,10,1e7266b6-2024-4719-838b-72430ea651b8,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.16666666666666666,0.11666666666666665,1,1,2.0,51.0,30000.0,76224.0,-49.0,-46224.0
0.7,3,10,b4df0905-8eac-4b44-a953-d8508258de10,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.38333333333333336,0.2683333333333333,1,0,30.0,nan,114000.0,nan,nan,nan
0.7,3,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.06666666666666667,0.04666666666666666,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,3,10,e853f605-9f56-4449-b9dd-49141e93152b,0.13333333333333333,0.09333333333333332,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,4,5,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.105,1,1,16.0,6.0,72000.0,30144.0,10.0,41856.0
0.7,4,5,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,5,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.09333333333333332,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.7,4,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,17.0,7.0,75000.0,33216.0,10.0,41784.0
0.7,4,10,040e9400-9c9c-4b33-a786-ef6685950493,0.15,0.105,1,1,16.0,6.0,72000.0,30144.0,10.0,41856.0
0.7,4,10,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.1,0.06999999999999999,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.7,4,10,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.23333333333333334,0.16333333333333333,1,0,17.0,nan,75000.0,nan,nan,nan
0.7,4,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.7,4,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,4,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.13333333333333333,0.09333333333333332,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.7,4,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.08333333333333333,0.05833333333333333,1,1,2.0,2.0,30000.0,27072.0,0.0,2928.0
0.7,4,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,17.0,7.0,75000.0,33216.0,10.0,41784.0
0.7,5,5,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,0,1,nan,87.0,nan,114112.0,nan,nan
0.7,5,5,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,5,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.05833333333333333,1,1,2.0,1.0,30000.0,26048.0,1.0,3952.0
0.7,5,5,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,5,10,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,0,1,nan,87.0,nan,114112.0,nan,nan
0.7,5,10,1e7266b6-2024-4719-838b-72430ea651b8,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.08333333333333333,0.05833333333333333,1,1,2.0,1.0,30000.0,26048.0,1.0,3952.0
0.7,5,10,b4df0905-8eac-4b44-a953-d8508258de10,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.13333333333333333,0.09333333333333332,1,1,10.0,6.0,54000.0,31168.0,4.0,22832.0
0.7,5,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.13333333333333333,0.09333333333333332,1,1,16.0,6.0,72000.0,32192.0,10.0,39808.0
0.7,5,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.15,0.105,1,1,6.0,6.0,40976.0,32192.0,0.0,8784.0
0.7,5,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.08333333333333333,0.05833333333333333,1,1,2.0,1.0,30000.0,26048.0,1.0,3952.0
0.7,5,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.11666666666666667,0.08166666666666667,1,1,2.0,2.0,30000.0,26048.0,0.0,3952.0
0.7,5,10,e853f605-9f56-4449-b9dd-49141e93152b,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,5,040e9400-9c9c-4b33-a786-ef6685950493,0.16666666666666666,0.11666666666666665,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,6,5,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,5,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.1,0.06999999999999999,1,1,1.0,2.0,27000.0,28096.0,-1.0,-1096.0
0.7,6,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,9.0,3.0,51000.0,30144.0,6.0,20856.0
0.7,6,10,040e9400-9c9c-4b33-a786-ef6685950493,0.16666666666666666,0.11666666666666665,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,6,10,1e7266b6-2024-4719-838b-72430ea651b8,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,25024.0,0.0,1976.0
0.7,6,10,b4df0905-8eac-4b44-a953-d8508258de10,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,6,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.11666666666666667,0.08166666666666667,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,6,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,6,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.1,0.06999999999999999,1,1,1.0,2.0,27000.0,28096.0,-1.0,-1096.0
0.7,6,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.13333333333333333,0.09333333333333332,1,1,15.0,2.0,69000.0,27072.0,13.0,41928.0
0.7,6,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,9.0,3.0,51000.0,30144.0,6.0,20856.0
0.7,7,5,040e9400-9c9c-4b33-a786-ef6685950493,0.13333333333333333,0.09333333333333332,1,1,9.0,1.0,51000.0,26048.0,8.0,24952.0
0.7,7,5,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,5,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,5,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.08166666666666667,1,1,12.0,7.0,60000.0,31168.0,5.0,28832.0
0.7,7,10,040e9400-9c9c-4b33-a786-ef6685950493,0.13333333333333333,0.09333333333333332,1,1,9.0,1.0,51000.0,26048.0,8.0,24952.0
0.7,7,10,1e7266b6-2024-4719-838b-72430ea651b8,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,10,b4df0905-8eac-4b44-a953-d8508258de10,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.35,0.24499999999999997,1,1,13.0,24.0,63000.0,51648.0,-11.0,11352.0
0.7,7,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.15,0.105,1,1,21.0,17.0,87000.0,41408.0,4.0,45592.0
0.7,7,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.08333333333333333,0.05833333333333333,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,1.0,1.0,27000.0,26048.0,0.0,952.0
0.7,7,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.18333333333333332,0.12833333333333333,0,1,nan,88.0,nan,116160.0,nan,nan
0.7,7,10,e853f605-9f56-4449-b9dd-49141e93152b,0.11666666666666667,0.08166666666666667,1,1,12.0,7.0,60000.0,31168.0,5.0,28832.0
0.7,8,5,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,1,0,29.0,nan,111000.0,nan,nan,nan
0.7,8,5,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,5,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.18333333333333332,0.12833333333333333,1,1,14.0,6.0,66000.0,30144.0,8.0,35856.0
0.7,8,5,e853f605-9f56-4449-b9dd-49141e93152b,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,040e9400-9c9c-4b33-a786-ef6685950493,0.2833333333333333,0.1983333333333333,1,0,29.0,nan,111000.0,nan,nan,nan
0.7,8,10,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.26666666666666666,0.18666666666666665,1,1,11.0,5.0,57000.0,29120.0,6.0,27880.0
0.7,8,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.15,0.105,1,1,14.0,1.0,66000.0,26048.0,13.0,39952.0
0.7,8,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.18333333333333332,0.12833333333333333,1,1,14.0,6.0,66000.0,30144.0,8.0,35856.0
0.7,8,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.13333333333333333,0.09333333333333332,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,8,10,e853f605-9f56-4449-b9dd-49141e93152b,0.1,0.06999999999999999,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,9,5,040e9400-9c9c-4b33-a786-ef6685950493,0.3,0.21,1,1,2.0,3.0,30000.0,26048.0,-1.0,3952.0
0.7,9,5,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,5,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,5,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,5,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,15.0,3.0,69000.0,28096.0,12.0,40904.0
0.7,9,5,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,3.0,10.0,33000.0,35264.0,-7.0,-2264.0
0.7,9,10,040e9400-9c9c-4b33-a786-ef6685950493,0.3,0.21,1,1,2.0,3.0,30000.0,26048.0,-1.0,3952.0
0.7,9,10,1e7266b6-2024-4719-838b-72430ea651b8,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,10,6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,9,10,b4df0905-8eac-4b44-a953-d8508258de10,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,10,bc108d89-8758-43fb-9fa7-f19b1e702555,0.3,0.21,1,1,7.0,35.0,45000.0,59840.0,-28.0,-14840.0
0.7,9,10,be04f977-b0a6-4353-8aac-dac17a0d62be,0.08333333333333333,0.05833333333333333,1,1,0.0,0.0,24000.0,24000.0,0.0,0.0
0.7,9,10,c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69,0.1,0.06999999999999999,1,1,14.0,3.0,66000.0,27072.0,11.0,38928.0
0.7,9,10,c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86,0.11666666666666667,0.08166666666666667,1,1,15.0,3.0,69000.0,28096.0,12.0,40904.0
0.7,9,10,d90a9457-f641-4d68-ba31-f44589f01fc6,0.1,0.06999999999999999,1,1,3.0,2.0,31976.0,27072.0,1.0,4904.0
0.7,9,10,e853f605-9f56-4449-b9dd-49141e93152b,0.15,0.105,1,1,3.0,10.0,33000.0,35264.0,-7.0,-2264.0
0.7,10,5,040e9400-9c9c-4b33-a786-ef6685950493,0.1,0.06999999999999999,1,1,3.0,3.0,33000.0,28096.0,0.0,4904.0
0.7,10,5,1e7266b6-2024-4719-838b-72430ea651b8,0.18333333333333332,0.12833333333333333,1,0,12.0,nan,60000.0,nan,nan,nan
