program_path,ocba_budget_used,uniform_budget_used,delta_budget_used_ocba_minus_uniform,ocba_budget_save_ratio_vs_uniform,ocba_combined_score,uniform_combined_score,delta_combined_score_ocba_minus_uniform,ocba_best_true_reward,uniform_best_true_reward,delta_best_true_reward_ocba_minus_uniform,ocba_early_stop_triggered,uniform_early_stop_triggered
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_040e9400-9c9c-4b33-a786-ef6685950493.py,45000.0,33216.0,11784.0,-0.3547687861271676,9.608051403094676,9.61827942956823,-0.010228026473553697,0.15,0.13333333333333333,0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_1e7266b6-2024-4719-838b-72430ea651b8.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_b4df0905-8eac-4b44-a953-d8508258de10.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86.py,57000.0,35264.0,21736.0,-0.6163793103448276,9.824956437599324,9.78617435297123,0.03878208462809418,0.08333333333333333,0.13333333333333333,-0.05,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_e853f605-9f56-4449-b9dd-49141e93152b.py,119048.0,76224.0,42824.0,-0.5618178001679262,9.652864903114612,9.862891982184816,-0.2100270790702048,0.13333333333333333,0.08333333333333333,0.05,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_040e9400-9c9c-4b33-a786-ef6685950493.py,45000.0,33216.0,11784.0,-0.3547687861271676,9.608051403094676,9.61827942956823,-0.010228026473553697,0.15,0.13333333333333333,0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_1e7266b6-2024-4719-838b-72430ea651b8.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7.py,64976.0,33216.0,31760.0,-0.9561657032755299,9.798905934509568,9.811832668562765,-0.012926734053197109,0.11666666666666667,0.1,0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_b4df0905-8eac-4b44-a953-d8508258de10.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_bc108d89-8758-43fb-9fa7-f19b1e702555.py,84000.0,60864.0,23136.0,-0.3801261829652997,9.628433687524597,9.642227928439972,-0.01379424091537551,0.16666666666666666,0.26666666666666666,-0.1,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_be04f977-b0a6-4353-8aac-dac17a0d62be.py,46976.0,35264.0,11712.0,-0.33212341197822143,9.7407869175314,9.901140918723094,-0.16035400119169374,0.15,0.08333333333333333,0.06666666666666667,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69.py,45000.0,36288.0,8712.0,-0.2400793650793651,9.848205545136535,9.872783376505057,-0.02457783136852143,0.1,0.11666666666666667,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86.py,57000.0,35264.0,21736.0,-0.6163793103448276,9.824956437599324,9.78617435297123,0.03878208462809418,0.08333333333333333,0.13333333333333333,-0.05,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_d90a9457-f641-4d68-ba31-f44589f01fc6.py,63000.0,78272.0,-15272.0,0.19511447260834014,9.826270318325582,9.751689528789719,0.07458078953586345,0.08333333333333333,0.21666666666666667,-0.13333333333333336,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_e853f605-9f56-4449-b9dd-49141e93152b.py,119048.0,76224.0,42824.0,-0.5618178001679262,9.652864903114612,9.862891982184816,-0.2100270790702048,0.13333333333333333,0.08333333333333333,0.05,0,1
