program_path,ocba_budget_used,uniform_budget_used,delta_budget_used_ocba_minus_uniform,ocba_budget_save_ratio_vs_uniform,ocba_combined_score,uniform_combined_score,delta_combined_score_ocba_minus_uniform,ocba_best_true_reward,uniform_best_true_reward,delta_best_true_reward_ocba_minus_uniform,ocba_early_stop_triggered,uniform_early_stop_triggered
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_040e9400-9c9c-4b33-a786-ef6685950493.py,99000.0,40384.0,58616.0,-1.4514659270998416,9.644610592440342,9.753893520836408,-0.10928292839606613,0.25,0.08333333333333333,0.16666666666666669,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_1e7266b6-2024-4719-838b-72430ea651b8.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_b4df0905-8eac-4b44-a953-d8508258de10.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86.py,87000.0,79296.0,7704.0,-0.09715496368038741,9.798905934509568,9.826270318325582,-0.027364383816014026,0.11666666666666667,0.08333333333333333,0.03333333333333334,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0005_e853f605-9f56-4449-b9dd-49141e93152b.py,36000.0,43456.0,-7456.0,0.1715758468335788,9.811832668562765,9.776198627580175,0.03563404098258971,0.1,0.15,-0.04999999999999999,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_040e9400-9c9c-4b33-a786-ef6685950493.py,99000.0,40384.0,58616.0,-1.4514659270998416,9.644610592440342,9.753893520836408,-0.10928292839606613,0.25,0.08333333333333333,0.16666666666666669,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_1e7266b6-2024-4719-838b-72430ea651b8.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_6c7eaf9a-c9d1-4788-b8e4-ec563db68ed7.py,87000.0,54720.0,32280.0,-0.5899122807017544,9.813180475494967,9.901140918723094,-0.0879604432281269,0.15,0.08333333333333333,0.06666666666666667,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_b4df0905-8eac-4b44-a953-d8508258de10.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_bc108d89-8758-43fb-9fa7-f19b1e702555.py,28976.0,25024.0,3952.0,-0.15792838874680307,9.495302885635477,9.586368741976894,-0.09106585634141773,0.3,0.31666666666666665,-0.016666666666666663,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_be04f977-b0a6-4353-8aac-dac17a0d62be.py,87000.0,32192.0,54808.0,-1.702534791252485,9.767658175617964,9.848205545136535,-0.08054736951857144,0.16666666666666666,0.1,0.06666666666666665,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_c90fe2ae-bdb1-4b0b-a7e7-532a43ac6a69.py,119048.0,39360.0,79688.0,-2.024593495934959,9.753893520836408,9.848205545136535,-0.09431202430012675,0.08333333333333333,0.1,-0.016666666666666677,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_c9e643dd-d6a6-4fbc-ab94-7e9cf1406b86.py,87000.0,79296.0,7704.0,-0.09715496368038741,9.798905934509568,9.826270318325582,-0.027364383816014026,0.11666666666666667,0.08333333333333333,0.03333333333333334,1,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_d90a9457-f641-4d68-ba31-f44589f01fc6.py,119048.0,79296.0,39752.0,-0.5013115415657788,9.91765319481757,9.848205545136535,0.06944764968103456,0.06666666666666667,0.1,-0.03333333333333334,0,1
/home/haosheng/FastReward/logs/openevolve_frozenlake/search_20260430_002522/manifest_candidates/iter_0010_e853f605-9f56-4449-b9dd-49141e93152b.py,36000.0,43456.0,-7456.0,0.1715758468335788,9.811832668562765,9.776198627580175,0.03563404098258971,0.1,0.15,-0.04999999999999999,1,1
